,1.0,1.02,1.1,1.11,1.2,Lite 1.30,1.3,1.4,1.51,1.6,1.7,1.80,1.93,2.00,2.111,SZ 2017,GDW 2019,SZ 2022,2.2
4662,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4663,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4664,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4665,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4666,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4667,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4668,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4669,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4670,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4671,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4672,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4673,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4674,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4675,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4676,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4677,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4678,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4679,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4680,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4681,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4682,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4683,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4684,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4685,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4686,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4687,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4688,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4689,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4690,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4691,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4692,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4693,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4694,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4695,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4696,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4697,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4698,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4699,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4700,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4701,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4702,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4703,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4704,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4705,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4706,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4707,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4708,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4709,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4710,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4711,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4712,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4713,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4714,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4715,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4716,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4717,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4718,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4719,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4720,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4721,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4722,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4723,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4724,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4725,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4726,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4727,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4728,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4729,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4730,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4731,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4732,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4733,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4734,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4735,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4736,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4737,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4738,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4739,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4740,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4741,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4742,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4743,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4744,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4745,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4746,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4747,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4748,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4749,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4750,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4751,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4752,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4753,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4754,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4755,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4756,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4757,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4758,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4759,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4760,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4761,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4762,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4763,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4764,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4765,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4766,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4767,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4768,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4769,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4770,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4771,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4772,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4773,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4774,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4775,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4776,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4777,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4778,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4779,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4780,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4781,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4782,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4783,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4784,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4785,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4786,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4787,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4788,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4789,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4790,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4791,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4792,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4793,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4794,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4795,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4796,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4797,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4798,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4799,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4800,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4801,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4802,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4803,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4804,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4805,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4806,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4807,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4808,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4809,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4810,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4811,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4812,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4813,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4814,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4815,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4816,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4817,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4818,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4819,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4820,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4821,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4822,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4823,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4824,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4825,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4826,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4827,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4828,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4829,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4830,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4831,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4832,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4833,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4834,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4835,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4836,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4837,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4838,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4839,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4840,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4841,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4842,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4843,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4844,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4845,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4846,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4847,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4848,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4849,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4850,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4851,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4852,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4853,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4854,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4855,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4856,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4857,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4858,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4859,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4860,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4861,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4862,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4863,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4864,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4865,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4866,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4867,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4868,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4869,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4870,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4871,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4872,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4873,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4874,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4875,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4876,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4877,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4878,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4879,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4880,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4881,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4882,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4883,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4884,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4885,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4886,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4887,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4888,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4889,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4890,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4891,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4892,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4893,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4894,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4895,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4896,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4897,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4898,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4899,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4900,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4901,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4902,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4903,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4904,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4905,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4906,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4907,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4908,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4909,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4910,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4911,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4912,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4913,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4914,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4915,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4916,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4917,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4918,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4919,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4920,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4921,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4922,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4923,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4924,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4925,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4926,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4927,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4928,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4929,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4930,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4931,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4932,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4933,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4934,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4935,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4936,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4937,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4938,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4939,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4940,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4941,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4942,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4943,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4944,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4945,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4946,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4947,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4948,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4949,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4950,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4951,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4952,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4953,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4954,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4955,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4956,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4957,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4958,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4959,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4960,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4961,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4962,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4963,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4964,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4965,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4966,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4967,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4968,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4969,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4970,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4971,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4972,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4973,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4974,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4975,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4976,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4977,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4978,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4979,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4980,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4981,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4982,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4983,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4984,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4985,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4986,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4987,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4988,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4989,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4990,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4991,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4992,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4993,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4994,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4995,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4996,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4997,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4998,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4999,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
5000,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
